emp_no,first_name,last_name,birth_date,from_date,to_date,title
94340,Owen,Mellouli,1964-11-20,1989-10-22,9999-01-01,Engineer
94349,Serif,Sridhar,1963-04-24,1987-01-27,9999-01-01,Senior Engineer
94363,Subhrajyoti,Sury,1962-11-01,1992-03-20,9999-01-01,Engineer
94370,Adib,Angot,1962-05-24,1989-08-24,9999-01-01,Senior Engineer
94373,Ennio,Perng,1961-01-08,1986-03-29,9999-01-01,Engineer
94378,Marsal,Zucker,1961-11-15,1987-04-13,9999-01-01,Engineer
94380,Aamer,Miculan,1961-10-11,1990-04-07,9999-01-01,Senior Engineer
94387,Salvador,Bhattacharjee,1961-10-14,1987-08-03,9999-01-01,Senior Engineer
94401,Nevin,Raney,1963-06-16,1987-12-29,9999-01-01,Staff
94409,Gladys,Jeansoulin,1961-10-08,1990-04-09,9999-01-01,Technique Leader
94417,Mingsen,Moffat,1960-07-07,1988-10-26,9999-01-01,Senior Engineer
94418,Ger,Ressouche,1960-09-03,1986-08-08,9999-01-01,Senior Engineer
94427,Cathie,Luft,1961-08-21,1988-06-10,9999-01-01,Senior Engineer
94431,Xudong,Birnbaum,1960-11-15,1988-10-26,9999-01-01,Senior Engineer
94433,Lihong,Monarch,1963-12-28,1986-03-10,9999-01-01,Senior Staff
94437,Owen,Zobel,1961-08-23,1989-09-13,9999-01-01,Staff
94440,Becky,Baaz,1964-03-29,1987-01-30,9999-01-01,Senior Engineer
94444,Maia,Pearson,1961-02-23,1987-08-03,9999-01-01,Senior Staff
94446,Tomoyuki,Luke,1964-08-04,1985-12-07,9999-01-01,Staff
94453,Sugwoo,Chepyzhov,1963-10-20,1988-08-11,9999-01-01,Engineer
94455,Takanari,Isaak,1963-08-08,1985-03-15,9999-01-01,Staff
94467,Aamer,Benantar,1963-04-24,1987-01-28,9999-01-01,Senior Engineer
94478,Sudhanshu,Panienski,1963-04-01,1987-12-17,9999-01-01,Engineer
94488,Huan,Thummel,1963-10-21,1986-10-07,9999-01-01,Senior Engineer
94498,Houman,Ferriere,1961-12-14,1990-01-10,9999-01-01,Senior Engineer
94505,Maha,Grandbois,1963-02-18,1992-02-25,9999-01-01,Senior Engineer
94507,Jagoda,Detkin,1964-07-17,1986-11-01,9999-01-01,Engineer
94508,Alejandro,Worfolk,1960-08-15,1986-09-25,9999-01-01,Staff
94510,Mitsuyuki,Swiss,1964-12-20,1990-03-08,9999-01-01,Engineer
94512,Xumin,Delgrande,1962-02-07,1986-10-30,9999-01-01,Technique Leader
94514,Bernd,Pearson,1964-05-06,1987-04-14,9999-01-01,Engineer
94522,Kazuhira,Kalsbeek,1964-03-16,1989-12-19,9999-01-01,Senior Staff
94523,Arumugam,Bresenham,1963-07-05,1989-08-05,9999-01-01,Senior Engineer
94530,Basem,Motley,1962-09-22,1987-04-01,9999-01-01,Staff
94542,Vojin,Rissland,1963-05-23,1990-12-19,9999-01-01,Senior Staff
94544,Gaetan,Whittlesey,1963-12-18,1987-01-07,9999-01-01,Staff
94560,Weiye,Cronan,1961-01-28,1986-02-21,9999-01-01,Senior Staff
94576,Filipp,Zastre,1960-03-13,1985-11-03,9999-01-01,Senior Engineer
94583,Along,Zucker,1960-09-29,1991-12-26,9999-01-01,Staff
94613,LiMin,Nittel,1964-01-10,1989-05-08,9999-01-01,Senior Staff
94630,Chandrasekaran,Porotnikoff,1961-10-12,1987-08-15,9999-01-01,Staff
94636,Tokuyasu,Christ,1961-04-10,1990-10-10,9999-01-01,Staff
94643,Gor,Cooley,1960-06-24,1986-03-27,9999-01-01,Senior Engineer
94652,Atreyi,Alpay,1963-12-14,1991-04-09,9999-01-01,Senior Staff
94653,Dietrich,Rotem,1960-03-05,1989-05-24,9999-01-01,Senior Staff
94659,Basil,Baranowski,1963-09-20,1987-05-12,9999-01-01,Senior Staff
94660,Shan,Schueller,1964-10-27,1985-12-08,9999-01-01,Senior Engineer
94675,Matt,Greibach,1961-04-06,1991-02-04,9999-01-01,Technique Leader
94686,Cordelia,Mitsuhashi,1961-06-10,1986-10-14,9999-01-01,Senior Staff
94688,Shigenori,Kilgour,1960-01-10,1987-02-08,9999-01-01,Engineer
94694,Ioana,Radhakrishnan,1961-04-29,1987-09-21,9999-01-01,Senior Staff
94700,Ekawit,Lorie,1964-11-24,1986-12-07,9999-01-01,Staff
94713,Claudi,Cullers,1962-07-17,1990-06-16,9999-01-01,Senior Engineer
94714,Sakthirel,Uhrik,1962-08-14,1992-01-31,9999-01-01,Senior Engineer
94719,Fox,Claffy,1964-11-07,1990-07-01,9999-01-01,Senior Engineer
94725,Hidde,Strooper,1961-12-24,1986-07-15,9999-01-01,Staff
94746,Thodoros,Eiter,1961-04-14,1985-10-24,9999-01-01,Senior Staff
94761,Hitofumi,Zaccaria,1965-01-27,1988-11-22,9999-01-01,Senior Engineer
94764,Almudena,Breugel,1962-12-16,1985-04-02,9999-01-01,Engineer
94765,Idoia,Anick,1964-10-06,1991-05-09,9999-01-01,Senior Engineer
94790,Randi,Papsdorf,1962-12-29,1992-05-25,9999-01-01,Senior Engineer
94799,Anneke,Merli,1960-11-09,1990-08-17,9999-01-01,Engineer
94802,Kiyomitsu,Collavizza,1963-05-18,1989-09-30,9999-01-01,Engineer
94809,Jamaludin,Rosen,1961-11-03,1988-10-19,9999-01-01,Senior Engineer
94816,Honesty,Saoudi,1964-09-25,1989-04-18,9999-01-01,Engineer
94817,Radhakrishnan,Zielinski,1961-10-08,1991-09-27,9999-01-01,Senior Staff
94826,Nathan,Vilarrasa,1964-05-20,1990-11-07,9999-01-01,Staff
94831,Gro,Merey,1960-08-12,1989-10-16,9999-01-01,Senior Staff
94846,Toney,Nergos,1962-04-11,1991-12-27,9999-01-01,Senior Staff
94848,Shahab,Molenkamp,1961-08-24,1986-12-26,9999-01-01,Engineer
94854,Bernd,Kobuchi,1960-02-13,1990-05-02,9999-01-01,Engineer
94857,Roddy,Marletta,1963-11-19,1985-02-03,9999-01-01,Engineer
94875,Mart,Chinen,1961-09-01,1988-03-20,9999-01-01,Senior Engineer
94879,Tuval,Maliniak,1963-04-11,1986-11-30,9999-01-01,Senior Engineer
94896,Reinhold,Erdmenger,1963-08-24,1988-02-10,9999-01-01,Engineer
94917,Along,Pashtan,1961-04-19,1990-02-03,9999-01-01,Senior Engineer
94921,Feixiong,Kolvik,1961-08-09,1991-10-25,9999-01-01,Senior Engineer
94925,Mohamadou,Ranst,1964-12-05,1988-02-05,9999-01-01,Engineer
94926,Urs,Bresenham,1960-01-07,1988-07-20,9999-01-01,Senior Staff
94927,Torsten,Stemann,1960-04-18,1986-11-22,9999-01-01,Senior Engineer
94928,Subhankar,Fortenbacher,1960-06-03,1988-06-23,9999-01-01,Senior Staff
94934,Sanjoy,Shiratori,1962-04-18,1989-01-20,9999-01-01,Staff
94936,Kenroku,Schieder,1960-08-08,1988-02-03,9999-01-01,Senior Staff
94944,Heping,Matheson,1965-01-13,1988-06-24,9999-01-01,Engineer
94958,Hilary,Begiun,1961-10-23,1986-04-11,9999-01-01,Senior Engineer
94966,Premal,Ertl,1960-06-21,1986-06-15,9999-01-01,Engineer
94969,Tsutomu,Cochrane,1964-07-09,1985-04-21,9999-01-01,Engineer
94971,Jacopo,Picht,1962-10-07,1989-01-25,9999-01-01,Senior Engineer
94980,Sverrir,Bhattacharjee,1964-08-13,1989-03-02,9999-01-01,Senior Engineer
94996,Magdalena,Pashtan,1962-02-17,1985-08-08,9999-01-01,Engineer
94997,Houman,Lovengreen,1962-11-08,1992-06-05,9999-01-01,Senior Engineer
95006,Uri,Isard,1962-04-07,1987-04-03,9999-01-01,Staff
95008,Jolita,Lanteri,1961-10-22,1991-09-22,9999-01-01,Senior Engineer
95014,Idoia,Biran,1964-08-18,1992-03-23,9999-01-01,Senior Engineer
95015,Bilhanan,Barriga,1962-06-13,1992-03-15,9999-01-01,Staff
95018,Danco,Setlzner,1963-06-28,1990-12-03,9999-01-01,Staff
95037,Amstein,Guenter,1960-01-10,1986-02-20,9999-01-01,Engineer
95043,Sachem,Badache,1963-10-28,1990-10-11,9999-01-01,Senior Engineer
95047,Tianruo,Sigstam,1962-06-10,1989-03-06,9999-01-01,Technique Leader
95048,Kitty,Asser,1962-04-01,1991-08-06,9999-01-01,Senior Engineer
95057,Odoardo,Heuser,1961-06-13,1986-06-20,9999-01-01,Senior Engineer
95062,Shin,Sooriamurthi,1964-09-16,1991-09-26,9999-01-01,Senior Staff
95064,Subir,Stanger,1964-07-22,1992-02-13,9999-01-01,Senior Engineer
95068,Poorav,Erdi,1960-07-06,1991-06-24,9999-01-01,Engineer
95072,Jianhui,Broder,1964-10-17,1988-05-25,9999-01-01,Engineer
95074,Leszek,Foong,1961-12-14,1989-09-19,9999-01-01,Senior Staff
95076,Chikako,Kroha,1962-09-16,1988-01-31,9999-01-01,Assistant Engineer
95079,Aamer,Beznosov,1962-09-24,1988-09-21,9999-01-01,Senior Engineer
95082,Limsoon,Masand,1964-05-18,1986-12-07,9999-01-01,Senior Staff
95083,Taiji,Kossowski,1961-02-07,1987-04-13,9999-01-01,Engineer
95087,Pascal,Hambrick,1962-12-15,1985-05-26,9999-01-01,Assistant Engineer
95089,Stamatina,Bressoud,1963-01-11,1987-05-21,9999-01-01,Senior Engineer
95091,Pintsang,Asser,1962-10-26,1991-08-20,9999-01-01,Senior Staff
95105,Piyawadee,Birrer,1964-03-14,1991-01-18,9999-01-01,Senior Engineer
95107,Gio,Woycyznski,1962-04-02,1989-04-07,9999-01-01,Senior Engineer
95120,Guttorm,Rattan,1963-04-21,1987-08-08,9999-01-01,Senior Engineer
95122,Chanjung,Gruenwald,1962-07-23,1990-09-05,9999-01-01,Senior Staff
95125,Lucien,Jiang,1962-05-01,1986-07-26,9999-01-01,Senior Engineer
95128,Arra,Ruther,1961-10-10,1988-10-22,9999-01-01,Senior Engineer
95129,Eran,Staudhammer,1964-11-11,1989-11-24,9999-01-01,Senior Engineer
95131,Arco,Restivo,1963-12-28,1990-04-19,9999-01-01,Senior Engineer
95135,Jianhua,Terekhov,1962-02-12,1991-03-03,9999-01-01,Senior Staff
95138,Florian,Falck,1962-12-02,1990-06-28,9999-01-01,Senior Engineer
95160,Alejandro,Yeung,1960-09-12,1985-10-26,9999-01-01,Senior Engineer
95164,Kien,Bolotov,1964-02-20,1986-08-26,9999-01-01,Engineer
95172,Kwok,Krybus,1962-01-06,1992-04-16,9999-01-01,Staff
95177,Elzbieta,Litzler,1961-04-29,1989-04-28,9999-01-01,Senior Engineer
95178,Danil,Covnot,1961-05-19,1992-01-25,9999-01-01,Senior Engineer
95183,Aksel,Kossowski,1960-12-14,1985-04-03,9999-01-01,Engineer
95208,Sariel,Syrotiuk,1960-09-29,1989-04-02,9999-01-01,Senior Engineer
95215,Ibibia,Baezner,1961-03-02,1985-02-13,9999-01-01,Senior Engineer
95226,Genevieve,Carrera,1961-07-02,1987-09-14,9999-01-01,Senior Engineer
95228,Tonia,Narlikar,1961-07-26,1988-12-03,9999-01-01,Senior Engineer
95229,Kwangsub,Antonisse,1961-03-03,1989-12-01,9999-01-01,Engineer
95241,Chrisa,Gimbel,1962-11-28,1985-11-09,9999-01-01,Engineer
95258,Mats,Marciano,1961-01-16,1985-07-09,9999-01-01,Engineer
95260,Annemarie,Lorcy,1964-11-30,1992-04-11,9999-01-01,Senior Staff
95264,Hironobu,Cichocki,1961-02-19,1990-09-20,9999-01-01,Senior Staff
95273,Kish,Talmon,1964-08-30,1991-08-23,9999-01-01,Senior Engineer
95280,Owen,Hiraishi,1960-02-14,1991-01-21,9999-01-01,Senior Engineer
95286,Kristin,Guerreiro,1965-01-18,1989-08-23,9999-01-01,Senior Engineer
95295,Constantino,Nollmann,1964-01-16,1992-01-30,9999-01-01,Senior Engineer
95307,Sadegh,Cangellaris,1962-03-09,1991-05-08,9999-01-01,Senior Staff
95314,Rasiah,Koblick,1965-01-22,1991-08-21,9999-01-01,Senior Staff
95335,Alois,Farrar,1962-02-11,1990-06-11,9999-01-01,Senior Staff
95345,Salvador,Nilsson,1961-12-23,1985-10-02,9999-01-01,Engineer
95358,Ung,Maccarone,1961-12-13,1989-06-09,9999-01-01,Engineer
95373,Chaosheng,Rullman,1960-11-26,1991-02-21,9999-01-01,Engineer
95387,Suvo,Yetto,1962-01-16,1990-07-29,9999-01-01,Senior Engineer
95390,Kwee,Trystram,1962-09-30,1988-01-09,9999-01-01,Engineer
95400,Xianlong,Brattka,1962-04-25,1991-09-27,9999-01-01,Senior Staff
95407,Rosalyn,Kambil,1964-01-22,1986-08-22,9999-01-01,Senior Engineer
95415,Tru,Alpay,1962-08-09,1986-11-20,9999-01-01,Engineer
95430,Zijian,Constantine,1963-01-08,1991-01-26,9999-01-01,Engineer
95432,Hugh,Pashtan,1963-05-14,1988-05-14,9999-01-01,Engineer
95435,Xiadong,Baar,1963-01-23,1985-11-12,9999-01-01,Senior Staff
95442,Zejun,Luef,1961-07-07,1990-01-14,9999-01-01,Senior Staff
95459,Adel,Hegner,1964-05-02,1989-06-18,9999-01-01,Senior Staff
95461,Cheong,Andreotta,1961-06-17,1988-08-02,9999-01-01,Staff
95465,Marla,Menhardt,1960-09-23,1989-12-02,9999-01-01,Senior Engineer
95467,Szabolcs,Uhrik,1964-07-21,1986-12-09,9999-01-01,Senior Staff
95493,Kensei,Bernardeschi,1961-12-24,1988-04-10,9999-01-01,Senior Staff
95504,Sailaja,Gerteisen,1963-12-20,1988-02-16,9999-01-01,Technique Leader
95517,Girolamo,Varman,1960-03-13,1991-06-18,9999-01-01,Engineer
95518,True,Rosar,1960-01-18,1990-08-03,9999-01-01,Senior Staff
95528,Wayne,Thibadeau,1960-07-07,1992-05-24,9999-01-01,Engineer
95535,Huican,Mateescu,1964-10-10,1989-12-08,9999-01-01,Staff
95538,Mircea,Gill,1963-01-09,1991-02-03,9999-01-01,Staff
95539,Yonghoan,Erdi,1964-06-19,1991-04-25,9999-01-01,Senior Engineer
95542,Huican,Steinauer,1960-04-21,1987-12-16,9999-01-01,Senior Engineer
95547,Mabo,Vidya,1960-08-01,1985-06-16,9999-01-01,Staff
95573,Olivera,Herber,1960-04-14,1991-03-24,9999-01-01,Senior Staff
95577,Willard,Koshiba,1963-08-02,1989-02-16,9999-01-01,Engineer
95581,Shaunak,Czap,1964-07-23,1986-12-23,9999-01-01,Engineer
95583,Martina,Plessier,1962-05-21,1989-11-01,9999-01-01,Senior Staff
95586,Guiseppe,Rajala,1960-04-09,1991-03-24,9999-01-01,Engineer
95587,Goncalo,Zykh,1962-02-10,1990-02-26,9999-01-01,Senior Engineer
95592,Nirmal,Demke,1961-03-28,1986-02-04,9999-01-01,Staff
95603,Arno,Mitchem,1963-05-31,1991-08-11,9999-01-01,Senior Engineer
95605,Weiyi,Dichev,1961-10-01,1987-03-19,9999-01-01,Engineer
95618,Shigeu,Hempstead,1963-12-13,1989-01-23,9999-01-01,Engineer
95621,Aimee,Kolvik,1963-04-16,1987-12-28,9999-01-01,Senior Engineer
95624,Xuejun,Schaaf,1963-02-20,1988-12-26,9999-01-01,Engineer
95626,Yucai,Bugrara,1961-08-16,1985-04-21,9999-01-01,Staff
95633,Zhenbing,Alvarado,1960-04-28,1987-10-30,9999-01-01,Senior Staff
95642,Roded,Baca,1960-08-06,1988-11-14,9999-01-01,Senior Staff
95657,Martijn,Schwaller,1963-05-06,1992-01-21,9999-01-01,Engineer
95660,Tommaso,Cherinka,1960-03-25,1991-05-16,9999-01-01,Engineer
95661,Tokuyasu,Badache,1960-10-16,1990-04-06,9999-01-01,Staff
95667,Tsvetan,Schoegge,1962-04-15,1989-08-28,9999-01-01,Senior Engineer
95669,Billur,Oskamp,1960-04-23,1988-10-17,9999-01-01,Engineer
95673,Cathie,Poulakidas,1960-08-14,1991-11-13,9999-01-01,Senior Engineer
95687,Munenori,Belinskaya,1963-03-18,1985-10-09,9999-01-01,Senior Staff
95693,Percy,Perng,1961-04-11,1991-10-24,9999-01-01,Senior Engineer
95697,Wanqing,Nollmann,1962-11-13,1987-04-30,9999-01-01,Staff
95698,Nathan,Plotkin,1964-10-08,1990-04-02,9999-01-01,Senior Staff
95724,Yakichi,Vadhan,1963-01-03,1988-09-05,9999-01-01,Senior Engineer
95725,Martina,Anandan,1962-04-20,1990-03-29,9999-01-01,Senior Engineer
95742,Jordanka,Wilharm,1961-10-20,1986-03-31,9999-01-01,Assistant Engineer
95750,Duro,Barinka,1963-10-16,1991-10-07,9999-01-01,Engineer
95751,Murthy,Heydon,1960-12-01,1987-07-03,9999-01-01,Engineer
95754,Jaideep,Delgrange,1963-04-14,1989-12-10,9999-01-01,Senior Engineer
95756,Sampalli,Jansch,1960-10-04,1989-06-16,9999-01-01,Senior Staff
95760,Tetsurou,Hofman,1960-12-03,1992-01-19,9999-01-01,Senior Staff
95771,Demin,Sadowski,1964-09-16,1992-04-14,9999-01-01,Staff
95777,Soenke,Muniz,1963-12-01,1989-07-30,9999-01-01,Engineer
95799,Elgin,Barvinok,1962-11-15,1992-06-17,9999-01-01,Senior Staff
95809,Shaowei,Dechter,1961-08-31,1992-03-18,9999-01-01,Engineer
95810,Miquel,Kandlur,1962-03-30,1986-12-21,9999-01-01,Senior Staff
95811,Odoardo,Lung,1961-03-01,1989-11-04,9999-01-01,Senior Engineer
95826,Sigeru,Speckmann,1963-02-15,1985-03-18,9999-01-01,Senior Staff
95827,Mahmut,Ponthieu,1960-05-07,1990-08-20,9999-01-01,Senior Staff
95846,Jaber,Esposito,1964-01-27,1988-03-29,9999-01-01,Senior Engineer
95858,Kristen,Riesenhuber,1960-01-18,1988-08-19,9999-01-01,Senior Engineer
95859,Fumitake,Magliocco,1961-01-07,1990-10-19,9999-01-01,Technique Leader
95863,Taegyun,Kroon,1963-10-05,1988-02-12,9999-01-01,Senior Engineer
95869,Samphel,Albarhamtoshy,1960-11-29,1991-03-18,9999-01-01,Senior Engineer
95884,Baziley,Dayana,1960-11-07,1986-11-01,9999-01-01,Senior Staff
95892,Lucian,Vasanthakumar,1961-01-08,1992-01-05,9999-01-01,Senior Staff
95895,Becky,Antonisse,1964-05-16,1987-06-30,9999-01-01,Senior Staff
95910,Randi,Lindqvist,1963-03-02,1989-12-15,9999-01-01,Engineer
95918,Sanjay,Uhrig,1960-11-04,1991-04-06,9999-01-01,Senior Engineer
95922,Lein,Mandelberg,1960-01-07,1986-08-19,9999-01-01,Senior Engineer
95925,Ferdinand,Marquardt,1961-11-15,1987-10-24,9999-01-01,Senior Staff
95941,Gil,Erev,1960-02-11,1988-08-12,9999-01-01,Staff
95944,Dinkar,Vesna,1962-01-14,1989-10-16,9999-01-01,Senior Engineer
95945,Ottavia,Iwayama,1963-01-11,1985-03-13,9999-01-01,Staff
95949,Harjit,Schapire,1962-09-06,1987-01-15,9999-01-01,Engineer
95961,Taizo,Danley,1962-06-14,1988-01-17,9999-01-01,Senior Staff
95965,Randi,Demri,1962-05-04,1985-06-11,9999-01-01,Senior Engineer
95994,Alselm,Harnett,1960-01-13,1988-09-24,9999-01-01,Staff
95997,Lidong,Mandelberg,1964-02-14,1985-09-29,9999-01-01,Senior Staff
95998,Qiwen,Prenel,1964-02-19,1986-12-01,9999-01-01,Senior Staff
96008,Filipe,Morrin,1961-12-05,1992-03-26,9999-01-01,Senior Engineer
96015,Naraig,Jonsson,1960-08-27,1989-10-22,9999-01-01,Technique Leader
96024,Karlis,Kroon,1960-11-18,1989-01-23,9999-01-01,Senior Staff
96033,Xianlong,Bottner,1960-06-09,1991-10-24,9999-01-01,Senior Staff
96034,Christfried,Danecki,1963-02-01,1988-05-18,9999-01-01,Senior Engineer
96038,Kazunori,Delgrange,1962-09-18,1991-10-22,9999-01-01,Senior Staff
96049,Kien,Hanratty,1963-12-10,1992-06-03,9999-01-01,Assistant Engineer
96050,Sajjad,Schaft,1964-03-01,1988-09-27,9999-01-01,Senior Staff
96055,Geoffry,Poulakidas,1962-11-17,1986-03-15,9999-01-01,Staff
96058,Berni,Chaudhuri,1960-05-10,1986-05-13,9999-01-01,Senior Staff
96061,Kannan,Middleton,1964-05-04,1986-05-01,9999-01-01,Staff
96063,Susanna,McConalogue,1964-02-18,1987-12-05,9999-01-01,Senior Engineer
96064,Abdelghani,Heydon,1963-03-01,1985-04-09,9999-01-01,Engineer
96074,Sachio,Morrow,1963-04-09,1990-07-04,9999-01-01,Senior Engineer
96076,Taegyun,Kruskal,1961-06-26,1989-06-23,9999-01-01,Senior Staff
96078,Shigeo,Swift,1964-07-07,1989-02-11,9999-01-01,Senior Engineer
96104,Marlo,Jullig,1963-05-11,1985-09-22,9999-01-01,Staff
96116,Xiadong,Veeraraghavan,1963-06-06,1986-03-10,9999-01-01,Senior Staff
96123,Abdulah,Pollock,1961-11-20,1986-12-19,9999-01-01,Senior Engineer
96143,Shaibal,Peir,1961-06-15,1986-06-06,9999-01-01,Senior Staff
96163,Gritta,Einsfeld,1961-12-11,1989-05-08,9999-01-01,Engineer
96164,Xinan,Driscoll,1961-04-06,1986-05-09,9999-01-01,Staff
96170,Hyuckchul,Vuskovic,1963-01-10,1989-12-16,9999-01-01,Staff
96171,Filipp,Bednarek,1962-08-03,1988-11-13,9999-01-01,Senior Engineer
96172,Lidong,Lipner,1960-06-08,1990-03-30,9999-01-01,Senior Engineer
96184,Shietung,Chiodo,1963-12-17,1991-10-08,9999-01-01,Senior Staff
96188,Adib,Mitsuhashi,1963-03-16,1990-08-11,9999-01-01,Senior Engineer
96202,Hailing,Jording,1961-08-15,1989-09-07,9999-01-01,Staff
96207,Sukumar,Spinelli,1960-07-12,1985-07-20,9999-01-01,Senior Staff
96213,Shahid,Wossner,1962-11-08,1989-12-24,9999-01-01,Senior Staff
96217,Theirry,Krichel,1961-04-08,1992-03-10,9999-01-01,Staff
96220,Marsja,Staudhammer,1964-10-30,1991-09-06,9999-01-01,Senior Engineer
96221,Hatsukazu,Dehkordi,1961-12-21,1989-09-27,9999-01-01,Engineer
96235,Mohua,Linares,1962-08-15,1987-06-14,9999-01-01,Assistant Engineer
96236,Nitsan,Middleton,1960-11-25,1990-12-05,9999-01-01,Staff
96244,Barna,Uhrig,1962-09-05,1987-11-19,9999-01-01,Engineer
96245,Amalendu,Hutton,1961-06-14,1986-03-31,9999-01-01,Senior Engineer
96255,Hironoby,Narwekar,1960-12-20,1992-03-04,9999-01-01,Senior Staff
96267,Kazuhiro,Schrift,1962-02-26,1992-01-21,9999-01-01,Senior Engineer
96271,Jaewoo,Rubsam,1963-03-06,1990-01-29,9999-01-01,Senior Staff
96273,LiMin,Berendt,1962-04-23,1990-04-29,9999-01-01,Staff
96275,Lakshmi,Morrin,1962-10-07,1992-01-08,9999-01-01,Staff
96285,Hitofumi,Yamaashi,1963-04-01,1986-08-21,9999-01-01,Senior Engineer
96286,Tadanori,Kusalik,1964-03-27,1990-08-25,9999-01-01,Engineer
96321,Sanjay,Giveon,1964-11-22,1986-02-22,9999-01-01,Engineer
96329,Gio,Hammerschmidt,1964-10-10,1990-12-01,9999-01-01,Technique Leader
96338,Elrique,Siochi,1960-03-30,1991-02-11,9999-01-01,Senior Engineer
96340,Baoqiu,Ratnaker,1964-12-15,1987-08-15,9999-01-01,Engineer
96350,Guoxiang,Navazio,1961-12-18,1992-04-13,9999-01-01,Senior Engineer
96354,Kiyomitsu,Crooks,1963-07-26,1985-12-14,9999-01-01,Staff
96355,Aloke,Bierman,1964-02-21,1985-02-07,9999-01-01,Technique Leader
96356,Khosrow,Sherertz,1962-12-26,1988-10-10,9999-01-01,Engineer
96363,Christophe,Birta,1963-11-25,1989-02-08,9999-01-01,Senior Engineer
96368,Xiong,Poupard,1964-11-05,1989-09-08,9999-01-01,Senior Staff
96383,Moheb,Molberg,1960-10-08,1991-04-24,9999-01-01,Senior Staff
96389,Manton,Chaudhury,1961-08-16,1991-05-13,9999-01-01,Senior Staff
96402,Youssef,Karnin,1960-05-01,1987-05-17,9999-01-01,Assistant Engineer
96406,Aamod,Hashii,1964-07-31,1989-06-18,9999-01-01,Senior Engineer
96408,Arto,Lipner,1962-06-20,1990-08-18,9999-01-01,Engineer
96413,Ramzi,Jording,1964-11-06,1985-04-18,9999-01-01,Senior Engineer
96419,Zeljko,Boyle,1961-08-11,1987-07-10,9999-01-01,Engineer
96422,Jayesh,Alencar,1960-08-22,1988-08-20,9999-01-01,Engineer
96425,KayLiang,Beerel,1960-05-17,1990-02-21,9999-01-01,Senior Engineer
96435,Barton,Renear,1962-04-28,1990-03-26,9999-01-01,Staff
96445,Berthier,Kugler,1961-06-01,1985-12-11,9999-01-01,Engineer
96453,Atilio,Reeker,1960-03-04,1990-10-21,9999-01-01,Senior Staff
96458,Shao,Spieker,1961-11-14,1991-06-24,9999-01-01,Senior Engineer
96461,Zhonghua,Mullainathan,1963-06-09,1992-02-09,9999-01-01,Staff
96463,Nevio,Rijsenbrij,1964-07-08,1991-11-09,9999-01-01,Engineer
96483,Tsuneo,Maccarone,1961-12-31,1991-02-25,9999-01-01,Staff
96491,Geraldo,Anandan,1961-09-02,1990-11-18,9999-01-01,Senior Staff
96507,Hatsukazu,Pietrzykowski,1963-09-14,1990-02-23,9999-01-01,Engineer
96510,Geoffrey,Gornas,1961-05-08,1989-07-03,9999-01-01,Senior Engineer
96511,Janalee,Lanphier,1963-05-31,1985-02-20,9999-01-01,Staff
96517,Parviz,Petersohn,1961-11-11,1991-12-01,9999-01-01,Staff
96523,Munenori,Gopalakrishnan,1963-07-05,1992-06-07,9999-01-01,Senior Engineer
96529,Mitsuyuki,Kaelbling,1963-11-02,1988-11-17,9999-01-01,Senior Engineer
96532,Kinh,Jumpertz,1962-03-05,1986-10-08,9999-01-01,Senior Engineer
96539,Tadanori,Nannarelli,1962-11-29,1987-09-04,9999-01-01,Staff
96546,Takahito,Chandrasekhar,1963-07-13,1987-03-16,9999-01-01,Senior Staff
96552,Guenter,Hofstetter,1962-09-16,1985-12-08,9999-01-01,Senior Staff
96555,Kristinn,Molenkamp,1961-10-26,1989-09-18,9999-01-01,Engineer
96558,Munir,Atrawala,1961-05-25,1986-08-26,9999-01-01,Engineer
96561,Hercules,Portugali,1961-01-05,1988-10-06,9999-01-01,Senior Staff
96567,Ebbe,Farris,1960-11-08,1990-01-06,9999-01-01,Senior Engineer
96575,Sajjad,Meszaros,1964-02-22,1987-12-02,9999-01-01,Staff
96576,Huiqun,Rosay,1962-07-05,1985-02-17,9999-01-01,Senior Engineer
96577,Amabile,Gerlach,1960-10-28,1987-07-31,9999-01-01,Senior Engineer
96578,Chenyi,Kalsbeek,1960-04-03,1992-04-28,9999-01-01,Senior Engineer
96583,Yishai,Perri,1960-04-12,1989-02-18,9999-01-01,Senior Staff
96584,Chandrasekaran,Decaestecker,1964-12-25,1987-09-01,9999-01-01,Technique Leader
96594,Gopalakrishnan,Bugrara,1960-12-27,1990-09-13,9999-01-01,Senior Staff
96602,Masaru,Pietracaprina,1962-12-07,1991-10-16,9999-01-01,Engineer
96605,Pragnesh,Cusworth,1962-08-10,1987-03-23,9999-01-01,Staff
96608,Jayson,Chinen,1960-03-14,1990-12-08,9999-01-01,Engineer
96611,Chinho,Teitelbaum,1960-03-12,1985-10-05,9999-01-01,Senior Engineer
96622,Zissis,Ballarin,1961-08-05,1991-03-27,9999-01-01,Engineer
96625,Marin,Peres,1960-07-12,1987-08-12,9999-01-01,Staff
96628,Taisook,Gilg,1960-03-26,1990-09-07,9999-01-01,Senior Engineer
96634,Hidekazu,Validov,1962-11-06,1988-07-28,9999-01-01,Senior Staff
96635,Larisa,Pargaonkar,1960-01-06,1990-04-10,9999-01-01,Senior Staff
96651,Nikolaos,Sherertz,1964-11-27,1986-03-16,9999-01-01,Engineer
96652,Zhonghua,Senzako,1962-05-18,1986-12-10,9999-01-01,Senior Staff
